0,6,N23,N17,N99,N72,N40,N30,3,0.7531439065933228,0.9120567366480827,1.0
0,6,N23,N17,N99,N72,N73,N30,3,0.7653661966323853,0.9085106402635574,1.0
1,6,N23,N17,N72,N86,N9,N99,3,0.7540328502655029,0.9120567366480827,1.0
1,6,N23,N17,N65,N86,N40,N30,3,0.7170050144195557,0.9156028404831886,1.0
2,6,N23,N29,N28,N72,N73,N30,3,0.7425050735473633,0.9085106402635574,1.0
2,6,N23,N65,N28,N72,N73,N30,3,0.7298661470413208,0.9120567366480827,1.0
2,6,N23,N65,N28,N72,N9,N30,3,0.7163106203079224,0.9156028404831886,0.9333333333333333
2,6,N23,N65,N11,N72,N9,N30,3,0.7149495482444763,0.9156028404831886,1.0
3,6,N23,N17,N61,N72,N40,N99,3,0.7459217309951782,0.9120567366480827,1.0
3,6,N23,N17,N61,N72,N73,N99,3,0.7581439018249512,0.9085106402635574,1.0
3,6,N23,N17,N28,N72,N73,N99,3,0.7602272629737854,0.9085106402635574,0.9333333333333333
3,6,N23,N17,N28,N72,N9,N99,3,0.746671736240387,0.9120567366480827,0.8666666666666667
4,6,N23,N29,N72,N49,N73,N30,3,0.7447828054428101,0.9085106402635574,1.0
4,6,N23,N29,N72,N86,N40,N30,3,0.7376439571380615,0.9120567366480827,1.0
4,6,N23,N65,N72,N86,N40,N30,3,0.725005030632019,0.9156028404831886,1.0
5,6,N23,N17,N72,N86,N65,N30,3,0.7544495463371277,0.9156028404831886,1.0
6,6,N23,N17,N65,N72,N9,N30,3,0.7198106050491333,0.9156028404831886,1.0
6,6,N23,N17,N99,N72,N73,N30,3,0.7653661966323853,0.9085106402635574,1.0
6,6,N23,N17,N99,N72,N40,N30,3,0.7531439065933228,0.9120567366480827,1.0
7,6,N23,N17,N28,N72,N9,N99,3,0.746671736240387,0.9120567366480827,0.8666666666666667
7,6,N23,N17,N11,N72,N9,N99,3,0.7453106045722961,0.9120567366480827,1.0
7,6,N23,N17,N11,N72,N73,N99,3,0.7588661313056946,0.9085106402635574,1.0
7,6,N23,N17,N28,N72,N73,N99,3,0.7602272629737854,0.9085106402635574,0.9333333333333333
8,6,N23,N14,N61,N65,N9,N30,3,0.7177273035049438,0.9156028404831886,1.0
8,6,N23,N17,N72,N99,N73,N30,3,0.7573661804199219,0.9085106402635574,1.0
8,6,N23,N17,N72,N99,N40,N30,3,0.7451439499855042,0.9120567366480827,1.0
9,6,N23,N17,N72,N29,N73,N30,3,0.7750051021575928,0.9085106402635574,1.0
9,6,N23,N17,N72,N29,N9,N30,3,0.7614495754241943,0.9120567366480827,1.0
9,6,N23,N17,N72,N65,N9,N30,3,0.7353106141090393,0.9156028404831886,1.0
10,6,N23,N17,N72,N86,N65,N30,3,0.7544495463371277,0.9156028404831886,1.0
11,6,N23,N17,N99,N65,N9,N30,3,0.7139495611190796,0.9156028404831886,1.0
11,6,N23,N17,N99,N72,N73,N30,3,0.7653661966323853,0.9085106402635574,1.0
11,6,N23,N17,N99,N72,N40,N30,3,0.7531439065933228,0.9120567366480827,1.0
12,6,N23,N29,N28,N72,N73,N30,3,0.7425050735473633,0.9085106402635574,1.0
12,6,N23,N65,N28,N72,N73,N30,3,0.7298661470413208,0.9120567366480827,1.0
12,6,N23,N65,N28,N72,N9,N30,3,0.7163106203079224,0.9156028404831886,0.9333333333333333
12,6,N23,N65,N61,N72,N40,N30,3,0.7155606150627136,0.9156028404831886,1.0
13,6,N23,N65,N72,N86,N40,N30,3,0.725005030632019,0.9156028404831886,1.0
13,6,N23,N29,N72,N86,N40,N30,3,0.7376439571380615,0.9120567366480827,1.0
13,6,N23,N29,N72,N86,N73,N30,3,0.7498661875724792,0.9085106402635574,1.0
14,6,N23,N65,N72,N86,N14,N5,3,0.6976010203361511,0.9156028404831886,1.0
14,6,N23,N65,N72,N86,N28,N5,3,0.6976010203361511,0.9156028404831886,1.0
14,6,N23,N29,N72,N86,N40,N30,3,0.7376439571380615,0.9120567366480827,1.0
14,6,N23,N29,N72,N86,N73,N30,3,0.7498661875724792,0.9085106402635574,1.0
15,6,N23,N65,N72,N86,N40,N30,3,0.725005030632019,0.9156028404831886,1.0
15,6,N23,N29,N72,N86,N40,N30,3,0.7376439571380615,0.9120567366480827,1.0
15,6,N23,N29,N72,N86,N73,N30,3,0.7498661875724792,0.9085106402635574,1.0
16,6,N23,N65,N11,N72,N9,N30,3,0.7149495482444763,0.9156028404831886,1.0
16,6,N23,N29,N28,N72,N73,N30,3,0.7425050735473633,0.9085106402635574,1.0
16,6,N23,N65,N28,N72,N73,N30,3,0.7298661470413208,0.9120567366480827,1.0
16,6,N23,N65,N28,N72,N9,N30,3,0.7163106203079224,0.9156028404831886,0.9333333333333333
17,6,N23,N17,N72,N65,N9,N30,3,0.7353106141090393,0.9156028404831886,1.0
17,6,N23,N17,N72,N29,N9,N30,3,0.7614495754241943,0.9120567366480827,1.0
17,6,N23,N17,N72,N29,N73,N30,3,0.7750051021575928,0.9085106402635574,1.0
18,6,N23,N29,N28,N72,N73,N30,3,0.7425050735473633,0.9085106402635574,1.0
18,6,N23,N65,N28,N72,N9,N30,3,0.7163106203079224,0.9156028404831886,0.9333333333333333
18,6,N23,N65,N28,N72,N73,N30,3,0.7298661470413208,0.9120567366480827,1.0
18,6,N23,N65,N28,N72,N86,N30,3,0.7114494442939758,0.9156028404831886,1.0
19,6,N23,N17,N99,N72,N40,N30,3,0.7531439065933228,0.9120567366480827,1.0
19,6,N23,N17,N99,N72,N73,N30,3,0.7653661966323853,0.9085106402635574,1.0
