0,6,N23,N9,N20,N72,N86,N65,3,0.6525202393531799,0.9156028404831886,1.0
0,6,N23,N17,N28,N72,N73,N99,3,0.7602272629737854,0.9085106402635574,0.9333333333333333
0,6,N23,N17,N11,N72,N73,N99,3,0.7588661313056946,0.9085106402635574,1.0
0,6,N23,N17,N11,N72,N9,N99,3,0.7453106045722961,0.9120567366480827,1.0
0,6,N23,N17,N28,N72,N9,N99,3,0.746671736240387,0.9120567366480827,0.8666666666666667
1,6,N23,N17,N99,N86,N73,N30,3,0.7612272500991821,0.9085106402635574,1.0
1,6,N23,N17,N72,N86,N65,N30,3,0.7544495463371277,0.9156028404831886,1.0
2,6,N23,N86,N11,N72,N9,N65,3,0.6790201663970947,0.9156028404831886,1.0
2,6,N23,N17,N28,N72,N9,N99,3,0.746671736240387,0.9120567366480827,0.8666666666666667
2,6,N23,N17,N28,N72,N73,N99,3,0.7602272629737854,0.9085106402635574,0.9333333333333333
2,6,N23,N17,N11,N72,N73,N99,3,0.7588661313056946,0.9085106402635574,1.0
2,6,N23,N17,N11,N72,N9,N99,3,0.7453106045722961,0.9120567366480827,1.0
3,6,N23,N17,N28,N72,N99,N30,3,0.7470883727073669,0.9120567366480827,0.9333333333333333
3,6,N23,N17,N11,N72,N99,N30,3,0.7457273006439209,0.9120567366480827,1.0
4,6,N23,N62,N65,N72,N5,N30,3,0.6868661642074585,0.9156028404831886,1.0
4,6,N23,N17,N99,N72,N73,N30,3,0.7653661966323853,0.9085106402635574,1.0
4,6,N23,N17,N99,N72,N40,N30,3,0.7531439065933228,0.9120567366480827,1.0
5,6,N23,N17,N72,N86,N65,N30,3,0.7544495463371277,0.9156028404831886,1.0
6,6,N23,N17,N99,N49,N86,N30,3,0.7377272844314575,0.9120567366480827,1.0
6,6,N23,N65,N28,N72,N9,N30,3,0.7163106203079224,0.9156028404831886,0.9333333333333333
6,6,N23,N65,N11,N72,N9,N30,3,0.7149495482444763,0.9156028404831886,1.0
