0,6,N23,N17,N72,N86,N9,N65,3,0.7233812808990479,0.9156028404831886,1.0
0,6,N23,N17,N72,N86,N9,N99,3,0.7540328502655029,0.9120567366480827,1.0
1,6,N23,N17,N72,N86,N65,N30,3,0.7544495463371277,0.9156028404831886,1.0
2,6,N23,N17,N99,N86,N73,N30,3,0.7612272500991821,0.9085106402635574,1.0
2,6,N23,N17,N72,N86,N65,N30,3,0.7544495463371277,0.9156028404831886,1.0
3,6,N23,N17,N72,N29,N9,N30,3,0.7614495754241943,0.9120567366480827,1.0
3,6,N23,N17,N72,N65,N9,N30,3,0.7353106141090393,0.9156028404831886,1.0
3,6,N23,N17,N72,N29,N73,N30,3,0.7750051021575928,0.9085106402635574,1.0
4,6,N23,N17,N72,N86,N65,N30,3,0.7544495463371277,0.9156028404831886,1.0
5,6,N23,N17,N72,N86,N9,N65,3,0.7233812808990479,0.9156028404831886,1.0
5,6,N23,N17,N72,N86,N9,N99,3,0.7540328502655029,0.9120567366480827,1.0
6,6,N23,N17,N99,N86,N73,N30,3,0.7612272500991821,0.9085106402635574,1.0
6,6,N23,N17,N72,N86,N65,N30,3,0.7544495463371277,0.9156028404831886,1.0
7,6,N23,N17,N72,N86,N65,N30,3,0.7544495463371277,0.9156028404831886,1.0
8,6,N23,N17,N72,N86,N65,N30,3,0.7544495463371277,0.9156028404831886,1.0
9,6,N23,N17,N72,N65,N9,N30,3,0.7353106141090393,0.9156028404831886,1.0
9,6,N23,N17,N72,N29,N9,N30,3,0.7614495754241943,0.9120567366480827,1.0
9,6,N23,N17,N72,N29,N73,N30,3,0.7750051021575928,0.9085106402635574,1.0
10,6,N23,N17,N99,N86,N73,N30,3,0.7612272500991821,0.9085106402635574,1.0
10,6,N23,N17,N72,N86,N65,N30,3,0.7544495463371277,0.9156028404831886,1.0
11,6,N23,N17,N72,N65,N9,N30,3,0.7353106141090393,0.9156028404831886,1.0
11,6,N23,N17,N72,N29,N9,N30,3,0.7614495754241943,0.9120567366480827,1.0
11,6,N23,N17,N72,N29,N73,N30,3,0.7750051021575928,0.9085106402635574,1.0
12,6,N23,N17,N72,N29,N73,N30,3,0.7750051021575928,0.9085106402635574,1.0
12,6,N23,N17,N72,N29,N9,N30,3,0.7614495754241943,0.9120567366480827,1.0
12,6,N23,N17,N72,N65,N9,N30,3,0.7353106141090393,0.9156028404831886,1.0
13,6,N23,N17,N72,N86,N65,N30,3,0.7544495463371277,0.9156028404831886,1.0
14,6,N23,N17,N72,N29,N73,N30,3,0.7750051021575928,0.9085106402635574,1.0
14,6,N23,N17,N72,N29,N9,N30,3,0.7614495754241943,0.9120567366480827,1.0
14,6,N23,N17,N72,N65,N9,N30,3,0.7353106141090393,0.9156028404831886,1.0
15,6,N23,N17,N72,N29,N73,N30,3,0.7750051021575928,0.9085106402635574,1.0
15,6,N23,N17,N72,N29,N9,N30,3,0.7614495754241943,0.9120567366480827,1.0
15,6,N23,N17,N72,N65,N9,N30,3,0.7353106141090393,0.9156028404831886,1.0
16,6,N23,N17,N72,N65,N9,N30,3,0.7353106141090393,0.9156028404831886,1.0
16,6,N23,N17,N72,N29,N9,N30,3,0.7614495754241943,0.9120567366480827,1.0
16,6,N23,N17,N72,N29,N73,N30,3,0.7750051021575928,0.9085106402635574,1.0
17,6,N23,N17,N99,N86,N73,N30,3,0.7612272500991821,0.9085106402635574,1.0
17,6,N23,N17,N72,N86,N65,N30,3,0.7544495463371277,0.9156028404831886,1.0
18,6,N23,N17,N72,N29,N9,N30,3,0.7614495754241943,0.9120567366480827,1.0
18,6,N23,N17,N72,N65,N9,N30,3,0.7353106141090393,0.9156028404831886,1.0
18,6,N23,N17,N72,N29,N73,N30,3,0.7750051021575928,0.9085106402635574,1.0
19,6,N23,N17,N99,N72,N73,N30,3,0.7653661966323853,0.9085106402635574,1.0
19,6,N23,N17,N72,N86,N65,N30,3,0.7544495463371277,0.9156028404831886,1.0
